complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name,original_name,dp
16,0.36,0.3872454769701786,0.6127545230298214,1.0,1.0,True,True,False,True,True,False,False,False,0.7861900061141405,False,False,Hebrew_variant_86,Hebrew,nontrivial
25,0.0,0.3566342574876214,0.6433657425123785,0.8571428571428571,0.8571428571428571,False,True,False,True,True,False,False,False,0.7157059251399622,False,False,Thai_variant_36,Thai,nontrivial
21,0.16000000000000003,0.3248862387142682,0.6751137612857319,0.5,0.5,False,True,False,True,True,True,False,False,0.6989679625259585,False,False,Russian_variant_91,Russian,nontrivial
13,0.48,0.3798086548636734,0.6201913451363266,1.0,1.0,True,True,False,True,True,False,False,False,0.7938803551967133,False,False,Hebrew_variant_72,Hebrew,nontrivial
6,0.76,0.5243025893621707,0.4756974106378293,1.0,1.0,True,True,False,True,True,True,False,False,0.9999053016189108,False,True,sampled_lang_9,sampled_lang_9,nontrivial
16,0.36,0.2729142925093782,0.7270857074906218,1.0,1.0,True,False,False,False,True,False,False,False,0.684794488551174,False,False,Hungarian_variant_26,Hungarian,false
22,0.12,0.4530978177802935,0.5469021822197064,1.0,1.0,True,True,False,True,False,False,True,True,0.8099484487300512,False,False,Thai_variant_0,Thai,dp_medium
22,0.12,0.4683095731627955,0.5316904268372045,1.0,1.0,True,True,False,True,True,True,False,False,0.8234559260348919,False,False,Thai_variant_67,Thai,nontrivial
16,0.36,0.4841448054246923,0.5158551945753077,1.0,1.0,True,True,False,True,False,True,False,False,0.8714090187284497,False,False,Hungarian_variant_43,Hungarian,nontrivial
21,0.16000000000000003,0.2349754863149777,0.7650245136850222,0.5,0.5,False,True,False,True,True,False,False,False,0.6191330310295211,False,False,Russian_variant_36,Russian,nontrivial
17,0.31999999999999995,0.2348371292854246,0.7651628707145753,0.3333333333333333,0.3333333333333333,False,True,False,True,True,False,False,False,0.6474742177597158,False,False,Hausa_variant_78,Hausa,nontrivial
13,0.48,0.4897724911296396,0.5102275088703603,1.0,1.0,True,True,False,True,False,True,False,False,0.8901521951635954,False,False,Hebrew_variant_13,Hebrew,nontrivial
16,0.36,0.4174523950964174,0.5825476049035825,0.5,0.5,False,True,False,True,True,True,False,False,0.8128803300448346,False,False,Basque_variant_30,Basque,nontrivial
1,0.96,0.2589554702208101,0.7410445297791899,1.0,1.0,True,True,False,True,False,False,True,True,0.8974739498080049,False,True,sampled_lang_7,sampled_lang_7,dp_medium
22,0.12,0.4183615889901326,0.5816384110098674,1.0,1.0,True,True,False,True,True,False,False,False,0.7791051190552206,False,False,Thai_variant_86,Thai,nontrivial
14,0.43999999999999995,0.3528155861400149,0.647184413859985,0.6666666666666666,0.6666666666666666,False,True,False,True,False,True,False,False,0.7647483250653717,False,False,Hausa_variant_37,Hausa,nontrivial
12,0.52,0.4832504413815491,0.516749558618451,1.0,1.0,True,True,False,True,True,True,True,True,0.8899421534344144,False,False,Basque_variant_24,Basque,dp_medium
11,0.56,0.4125780117075012,0.5874219882924988,1.0,1.0,True,True,False,True,False,False,True,True,0.830713866038033,False,False,Russian_variant_24,Russian,dp_medium
19,0.24,0.3597238302156034,0.6402761697843966,0.8,0.8,False,True,False,True,True,True,False,False,0.7378509271265872,False,False,Hungarian_variant_85,Hungarian,nontrivial
16,0.36,0.43552703018504,0.56447296981496,1.0,1.0,True,True,False,True,False,False,True,True,0.8288102978374721,True,False,Hebrew,Hebrew,dp_medium
16,0.36,0.2602991085908865,0.7397008914091134,1.0,1.0,True,False,False,False,True,False,False,False,0.6735900213548904,False,False,Hebrew_variant_2,Hebrew,false
25,0.0,0.4904564152347738,0.5095435847652261,0.8571428571428571,0.8571428571428571,False,True,False,True,False,True,False,False,0.8345315868508985,False,False,Thai_variant_97,Thai,nontrivial
25,0.0,0.2719482536806623,0.7280517463193377,0.8571428571428571,0.8571428571428571,False,False,False,False,True,False,False,False,0.6405100271694792,False,False,Thai_variant_56,Thai,false
19,0.24,0.3775732018903996,0.6224267981096003,0.8,0.8,False,True,False,True,False,False,True,True,0.7521279435170087,False,False,Hebrew_variant_38,Hebrew,dp_medium
21,0.16000000000000003,0.2297910856701363,0.7702089143298636,0.5,0.5,False,False,False,False,True,True,False,False,0.6145296449046506,False,False,Russian_variant_18,Russian,false
19,0.24,0.2769717243819034,0.7230282756180966,0.8,0.8,False,False,False,False,True,True,False,False,0.6696786612786878,False,False,Hebrew_variant_18,Hebrew,false
8,0.6799999999999999,0.4400476849945225,0.5599523150054775,1.0,1.0,True,True,False,True,False,True,False,False,0.9058800141994956,False,False,Hausa_variant_43,Hausa,nontrivial
22,0.12,0.3151938996021661,0.6848061003978339,1.0,1.0,True,False,False,False,True,True,False,False,0.6874988841580515,False,False,Thai_variant_66,Thai,false
14,0.43999999999999995,0.2573184179668126,0.7426815820331873,0.6666666666666666,0.6666666666666666,False,True,False,True,True,False,False,False,0.6811419158826748,False,False,Hausa_variant_36,Hausa,nontrivial
19,0.24,0.3597238302156034,0.6402761697843966,0.8,0.8,False,True,False,True,True,True,False,False,0.7378509271265872,False,False,Hungarian_variant_91,Hungarian,nontrivial
21,0.16000000000000003,0.4050190072642898,0.5949809927357101,0.5,0.5,False,True,False,True,False,True,False,False,0.7701212363882634,False,False,Russian_variant_19,Russian,nontrivial
16,0.36,0.3393845579261155,0.6606154420738846,1.0,1.0,True,False,False,False,True,True,False,False,0.7438029973530862,False,False,Hebrew_variant_68,Hebrew,false
14,0.43999999999999995,0.2151806607148334,0.7848193392851666,0.6666666666666666,0.6666666666666666,False,False,False,False,True,False,False,True,0.6442508467936496,False,False,Hausa_variant_8,Hausa,dp_medium
22,0.12,0.425662752389889,0.574337247610111,1.0,1.0,True,True,False,True,True,False,False,False,0.7855883486067274,False,False,Thai_variant_62,Thai,nontrivial
8,0.6799999999999999,0.2703478254087501,0.7296521745912499,1.0,1.0,False,False,False,False,True,True,False,False,0.7969648435420644,False,False,Hausa_variant_66,Hausa,false
25,0.0,0.385838911086647,0.614161088913353,0.8571428571428571,0.8571428571428571,False,True,False,True,True,False,False,False,0.7416377873644806,False,False,Thai_variant_30,Thai,nontrivial
22,0.12,0.3882804235713712,0.6117195764286287,1.0,1.0,True,True,False,True,True,False,False,False,0.7523952166538761,False,False,Thai_variant_60,Thai,nontrivial
11,0.56,0.2373500901133477,0.7626499098866523,1.0,1.0,True,False,False,False,True,False,False,False,0.7076786146992753,False,False,Russian_variant_26,Russian,false
13,0.48,0.3941756992598709,0.605824300740129,1.0,1.0,True,True,False,True,True,False,False,False,0.8064585495571774,False,False,Hungarian_variant_60,Hungarian,nontrivial
18,0.28,0.2802623224128684,0.7197376775871316,0.5,0.5,False,False,False,False,False,True,False,False,0.6810949536499744,False,False,Russian_variant_44,Russian,false
16,0.36,0.4113109222696889,0.5886890777303111,1.0,1.0,True,True,False,True,True,True,False,False,0.8074599221411289,False,False,Hebrew_variant_91,Hebrew,nontrivial
11,0.56,0.413045741503652,0.586954258496348,1.0,1.0,True,True,False,True,False,False,True,True,0.8311304489673054,True,False,Hausa,Hausa,dp_medium
8,0.6799999999999999,0.5962747909637551,0.4037252090362448,1.0,1.0,True,True,False,True,True,True,False,False,0.9999134425031152,False,True,sampled_lang_1,sampled_lang_1,nontrivial
12,0.52,0.2436473658717147,0.7563526341282854,0.75,0.75,False,False,False,False,True,False,False,False,0.6974108030501902,False,False,Russian_variant_32,Russian,false
17,0.31999999999999995,0.2943317061374664,0.7056682938625336,0.3333333333333333,0.3333333333333333,False,True,False,True,False,False,True,True,0.6997667770737042,False,False,Hausa_variant_80,Hausa,dp_medium
11,0.56,0.3333149880827009,0.6666850119172991,1.0,1.0,True,False,False,False,False,True,False,False,0.778497349031494,False,False,Hausa_variant_25,Hausa,false
21,0.16000000000000003,0.3469984867477921,0.6530015132522078,0.5,0.5,False,True,False,True,False,True,False,False,0.7186023126799361,False,False,Russian_variant_90,Russian,nontrivial
21,0.16000000000000003,0.3843808155663099,0.61561918443369,0.5,0.5,False,True,False,True,False,True,False,False,0.7517953672258976,False,False,Russian_variant_92,Russian,nontrivial
16,0.36,0.2635687103047487,0.7364312896952512,1.0,1.0,True,False,False,False,True,False,False,False,0.6764936149627132,False,False,Hungarian_variant_8,Hungarian,false
16,0.36,0.5121815520385806,0.4878184479614194,1.0,1.0,True,True,False,True,False,True,False,False,0.8956768457621406,False,False,Hungarian_variant_19,Hungarian,nontrivial
16,0.36,0.3684114606825805,0.6315885393174194,1.0,1.0,True,False,False,False,False,True,False,False,0.7695240643239435,False,False,Hungarian_variant_25,Hungarian,false
19,0.24,0.3458334869279668,0.6541665130720332,0.8,0.8,False,True,False,True,False,False,True,True,0.7266141064667938,False,False,Hungarian_variant_74,Hungarian,dp_medium
11,0.56,0.311033827203504,0.688966172796496,0.6666666666666666,0.6666666666666666,False,True,False,True,True,False,False,False,0.762847219143962,False,False,Hausa_variant_72,Hausa,nontrivial
12,0.52,0.3874174572277148,0.6125825427722852,0.75,0.75,False,True,False,True,True,False,False,False,0.8057915522990653,False,False,Russian_variant_6,Russian,nontrivial
25,0.0,0.3182287095840504,0.6817712904159496,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.6816040589669107,False,False,Thai_variant_18,Thai,false
19,0.24,0.2990839724154274,0.7009160275845725,0.8,0.8,False,False,False,False,False,True,False,False,0.688148450108935,False,False,Hebrew_variant_20,Hebrew,false
14,0.43999999999999995,0.2291990340217775,0.7708009659782225,0.6666666666666666,0.6666666666666666,False,False,False,False,True,False,False,False,0.6565236797340898,False,False,Hausa_variant_32,Hausa,false
25,0.0,0.2701055663445352,0.7298944336554647,0.8571428571428571,0.8571428571428571,False,False,False,False,True,False,False,False,0.638873760989819,False,False,Thai_variant_32,Thai,false
19,0.24,0.4590837837781206,0.5409162162218794,0.8,0.8,False,True,False,True,False,True,False,False,0.8238534480346631,False,False,Hungarian_variant_97,Hungarian,nontrivial
16,0.36,0.2635687103047487,0.7364312896952512,1.0,1.0,True,False,False,False,True,False,False,False,0.6764936149627132,False,False,Hungarian_variant_2,Hungarian,false
21,0.16000000000000003,0.3304726544881801,0.6695273455118199,0.5,0.5,False,True,False,True,False,True,False,False,0.7039287123832625,False,False,Russian_variant_37,Russian,nontrivial
15,0.4,0.3799806351212095,0.6200193648787904,0.75,0.75,False,True,False,True,True,False,False,False,0.7830310012154145,False,False,Russian_variant_48,Russian,nontrivial
22,0.12,0.4685183309970503,0.5314816690029496,1.0,1.0,True,True,False,True,False,True,False,False,0.8236413240083904,False,False,Thai_variant_90,Thai,nontrivial
18,0.28,0.2595419176282873,0.7404580823717126,0.75,0.75,False,False,False,False,True,True,False,False,0.6632315116713685,False,False,Russian_variant_96,Russian,false
16,0.36,0.43552703018504,0.56447296981496,1.0,1.0,True,True,False,True,False,False,True,True,0.8288102978374721,False,False,Hebrew_variant_0,Hebrew,dp_medium
14,0.43999999999999995,0.3619100627376751,0.6380899372623249,0.6666666666666666,0.6666666666666666,False,True,False,True,True,True,False,False,0.7727102713990182,False,False,Hausa_variant_85,Hausa,nontrivial
19,0.24,0.4146883640922269,0.585311635907773,0.5,0.5,False,True,False,True,True,True,False,False,0.7844333636315042,False,False,Basque_variant_54,Basque,nontrivial
14,0.43999999999999995,0.621525299006761,0.378474700993239,1.0,1.0,True,True,False,True,True,True,False,False,0.9996412348283328,False,True,sampled_lang_8,sampled_lang_8,nontrivial
25,0.0,0.3152284936406204,0.6847715063593796,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.6789398071956818,False,False,Thai_variant_96,Thai,false
19,0.24,0.3752968748214029,0.624703125178597,0.8,0.8,False,True,False,True,False,True,False,False,0.750318330482509,False,False,Hebrew_variant_79,Hebrew,nontrivial
11,0.56,0.2378178199094985,0.7621821800905014,1.0,1.0,True,False,False,False,True,False,False,False,0.7078504124323735,False,False,Hausa_variant_26,Hausa,false
19,0.24,0.4355159556193198,0.5644840443806802,1.0,1.0,True,True,False,True,False,False,True,True,0.8029268325710593,False,False,Thai_variant_74,Thai,dp_medium
22,0.12,0.3919201753251929,0.6080798246748071,0.5,0.5,False,True,False,True,True,True,False,False,0.7556266144394796,False,False,Basque_variant_96,Basque,nontrivial
19,0.24,0.4134037075857958,0.5865962924142042,1.0,1.0,True,True,False,True,True,False,False,False,0.7832926798550546,False,False,Thai_variant_72,Thai,nontrivial
25,0.0,0.3061081576656959,0.6938918423343041,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.6708417740197539,False,False,Thai_variant_31,Thai,false
25,0.0,0.3341449042795842,0.6658550957204158,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.6957368213330453,False,False,Thai_variant_7,Thai,false
14,0.43999999999999995,0.2408169967679106,0.7591830032320893,0.6666666666666666,0.6666666666666666,False,False,False,False,True,True,False,False,0.6666951494301124,False,False,Hausa_variant_18,Hausa,false
18,0.28,0.3775687937937103,0.6224312062062898,0.5,0.5,False,True,False,True,True,True,False,False,0.7636847110293786,False,False,Russian_variant_67,Russian,nontrivial
16,0.36,0.4387966318989022,0.5612033681010977,1.0,1.0,True,True,False,True,False,False,True,True,0.8316878299261069,False,False,Hungarian_variant_14,Hungarian,dp_medium
19,0.24,0.4192184070676451,0.5807815929323549,0.8,0.8,False,True,False,True,False,True,False,False,0.788455210967538,False,False,Hungarian_variant_92,Hungarian,nontrivial
18,0.28,0.2618354490515985,0.7381645509484015,0.5,0.5,False,False,False,False,True,True,False,False,0.6652121745805343,False,False,Russian_variant_68,Russian,false
15,0.4,0.6246660035960934,0.3753339964039066,1.0,1.0,True,True,False,True,False,True,False,False,0.9999425843388032,False,True,sampled_lang_5,sampled_lang_5,nontrivial
16,0.36,0.4232480682913392,0.5767519317086608,1.0,1.0,True,True,False,True,True,True,False,False,0.8179921875129116,False,False,Hebrew_variant_85,Hebrew,nontrivial
14,0.43999999999999995,0.2629292448014346,0.7370707551985654,0.6666666666666666,0.6666666666666666,False,False,False,False,False,True,False,True,0.6860540671638222,False,False,Hausa_variant_20,Hausa,dp_medium
13,0.48,0.4675606193995493,0.5324393806004507,1.0,1.0,True,True,False,True,True,True,False,False,0.8707059968546634,False,False,Hungarian_variant_67,Hungarian,nontrivial
11,0.56,0.413045741503652,0.586954258496348,1.0,1.0,True,True,False,True,False,False,True,True,0.8311304489673054,False,False,Hausa_variant_0,Hausa,dp_medium
16,0.36,0.426255247176088,0.5737447528239119,0.5,0.5,False,True,False,True,True,True,False,False,0.8206431811746051,False,False,Basque_variant_42,Basque,nontrivial
22,0.12,0.4009496844416964,0.5990503155583036,0.5,0.5,False,True,False,True,True,True,False,True,0.763644701630309,False,False,Basque_variant_78,Basque,dp_medium
8,0.6799999999999999,0.3526545750799707,0.6473454249200292,1.0,1.0,False,True,False,True,True,False,False,False,0.8366449312919951,False,False,Hausa_variant_12,Hausa,nontrivial
8,0.6799999999999999,0.4035308106141417,0.5964691893858582,1.0,1.0,False,True,False,True,True,True,False,False,0.8782327039094194,False,False,Hausa_variant_61,Hausa,nontrivial
22,0.12,0.3525762284206838,0.6474237715793162,1.0,1.0,True,False,False,False,True,True,False,False,0.7206920227937825,False,False,Thai_variant_68,Thai,false
18,0.28,0.2893317977306811,0.7106682022693189,0.75,0.75,False,True,False,True,True,False,False,False,0.6888907491069614,False,False,Russian_variant_78,Russian,nontrivial
13,0.48,0.4717020886933702,0.5282979113066297,1.0,1.0,True,True,False,True,False,True,False,False,0.8743315992401798,False,False,Hebrew_variant_43,Hebrew,nontrivial
16,0.36,0.4708054991217306,0.5291945008782694,1.0,1.0,True,True,False,True,False,True,False,False,0.8597696110781397,False,False,Hebrew_variant_92,Hebrew,nontrivial
19,0.24,0.3392942835002422,0.6607057164997577,0.8,0.8,False,True,False,True,False,False,True,True,0.721290035658829,False,False,Hebrew_variant_80,Hebrew,dp_medium
19,0.24,0.3719244454500173,0.6280755545499828,1.0,1.0,True,False,False,False,False,True,False,False,0.7476311351757551,False,False,Thai_variant_44,Thai,false
22,0.12,0.3749246613934473,0.6250753386065526,1.0,1.0,True,False,False,False,False,True,False,False,0.7405361812371739,False,False,Thai_variant_25,Thai,false
16,0.36,0.4481422141035317,0.5518577858964683,1.0,1.0,True,True,False,True,False,False,True,True,0.8399046326443078,False,False,Hungarian_variant_38,Hungarian,dp_medium
12,0.52,0.3593807106138265,0.6406192893861735,0.75,0.75,False,True,False,True,True,False,False,False,0.781000640515297,False,False,Russian_variant_30,Russian,nontrivial
13,0.48,0.4753058230368757,0.5246941769631243,1.0,1.0,True,True,False,True,False,True,False,False,0.8774865271656822,False,False,Hebrew_variant_73,Hebrew,nontrivial
25,0.0,0.387681598422774,0.612318401577226,0.8571428571428571,0.8571428571428571,False,True,False,True,True,False,False,False,0.7432737631459392,False,False,Thai_variant_54,Thai,nontrivial
12,0.52,0.4879232324838637,0.5120767675161362,1.0,1.0,True,True,False,True,True,True,True,True,0.8940331620744204,False,False,Basque_variant_0,Basque,dp_medium
22,0.12,0.3733670643593424,0.6266329356406575,1.0,1.0,True,False,False,False,False,True,False,False,0.7391531417821848,False,False,Thai_variant_1,Thai,false
14,0.43999999999999995,0.3601480187278985,0.6398519812721015,0.6666666666666666,0.6666666666666666,False,True,False,True,False,True,True,True,0.7711678076558668,False,False,Hausa_variant_90,Hausa,dp_medium
16,0.36,0.3089168838305388,0.6910831161694612,1.0,1.0,True,False,False,False,True,True,False,False,0.716768752148978,False,False,Hungarian_variant_31,Hungarian,false
11,0.56,0.3375200493888648,0.6624799506111352,1.0,1.0,True,False,False,False,False,True,False,False,0.7813736996354128,False,False,Russian_variant_1,Russian,false
19,0.24,0.487657790192129,0.5123422098078709,1.0,1.0,True,True,False,True,False,True,False,False,0.8492257211763946,False,False,Thai_variant_43,Thai,nontrivial
21,0.16000000000000003,0.2519033337036603,0.7480966662963396,0.5,0.5,False,False,False,False,False,True,False,False,0.6341637705690946,False,False,Russian_variant_20,Russian,false
11,0.56,0.4172508028098159,0.582749197190184,1.0,1.0,True,True,False,True,False,False,True,True,0.8348754824534905,False,False,Russian_variant_0,Russian,dp_medium
25,0.0,0.340189477370151,0.659810522629849,0.25,0.25,False,True,False,True,True,True,False,True,0.7011035171068133,False,False,Basque_variant_36,Basque,dp_medium
18,0.28,0.3488263745827228,0.6511736254172771,0.75,0.75,False,True,False,True,False,False,True,True,0.7395774940050377,False,False,Russian_variant_80,Russian,dp_medium
18,0.28,0.2244531202330807,0.7755468797669192,0.5,0.5,False,False,False,False,True,True,False,False,0.6328385164747958,False,False,Russian_variant_66,Russian,false
16,0.36,0.2649718996932013,0.7350281003067987,1.0,1.0,True,False,False,False,True,False,False,False,0.6777400653044786,False,False,Hebrew_variant_26,Hebrew,false
16,0.36,0.413509518397555,0.586490481602445,0.5,0.5,False,True,False,True,True,True,False,False,0.809400783964239,False,False,Basque_variant_6,Basque,nontrivial
25,0.0,0.339102785683921,0.660897214316079,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.7001387679483146,False,False,Thai_variant_49,Thai,false
15,0.4,0.3414685832667891,0.6585314167332108,0.75,0.75,False,True,False,True,True,False,False,False,0.7493140812926107,False,False,Russian_variant_72,Russian,nontrivial
13,0.48,0.4930389217263898,0.5069610782736103,0.75,0.75,False,True,False,True,True,True,False,False,0.8930119019496439,False,False,Basque_variant_72,Basque,nontrivial
3,0.88,0.5099563008901519,0.4900436991098481,1.0,1.0,True,True,False,True,True,True,False,False,0.9999863193344872,False,True,sampled_lang_2,sampled_lang_2,nontrivial
19,0.24,0.3059681102174911,0.6940318897825088,0.8,0.8,False,False,False,False,False,True,False,False,0.693866342016572,False,False,Hungarian_variant_98,Hungarian,false
15,0.4,0.3002498817002584,0.6997501182997415,0.75,0.75,False,False,False,False,True,True,False,False,0.713227832333811,False,False,Russian_variant_49,Russian,false
12,0.52,0.3214388393634503,0.6785611606365497,0.75,0.75,False,True,False,True,True,False,False,False,0.7518318637338668,False,False,Russian_variant_84,Russian,nontrivial
16,0.36,0.5121815520385806,0.4878184479614194,1.0,1.0,True,True,False,True,False,True,False,False,0.8956768457621406,False,False,Hungarian_variant_13,Hungarian,nontrivial
22,0.12,0.4543641803112932,0.5456358196887068,1.0,1.0,True,True,False,True,True,True,False,False,0.8110729697362956,False,False,Thai_variant_85,Thai,nontrivial
19,0.24,0.3180786250383579,0.6819213749616421,0.8,0.8,False,True,False,True,True,False,False,False,0.7038837528147974,False,False,Hebrew_variant_36,Hebrew,nontrivial
16,0.36,0.4451515584906084,0.5548484415093916,1.0,1.0,True,True,False,True,True,True,False,False,0.8372765714522727,False,False,Hebrew_variant_61,Hebrew,nontrivial
13,0.48,0.4659344574900997,0.5340655425099003,0.75,0.75,False,True,False,True,True,True,False,False,0.8692822289400159,False,False,Basque_variant_84,Basque,nontrivial
22,0.12,0.505900659815568,0.494099340184432,1.0,1.0,True,True,False,True,False,True,False,False,0.856834571880496,False,False,Thai_variant_92,Thai,nontrivial
18,0.28,0.4347698392224408,0.5652301607775592,0.75,0.75,False,True,False,True,False,True,False,False,0.8104496446768684,False,False,Russian_variant_97,Russian,nontrivial
13,0.48,0.3518272746574375,0.6481727253425624,1.0,1.0,True,False,False,False,True,True,False,False,0.7693830199320344,False,False,Hungarian_variant_49,Hungarian,false
14,0.43999999999999995,0.2652016253429382,0.7347983746570618,0.6666666666666666,0.6666666666666666,False,False,False,False,True,True,False,False,0.6880434792012158,False,False,Hausa_variant_31,Hausa,false
17,0.31999999999999995,0.2357751650177319,0.764224834982268,0.3333333333333333,0.3333333333333333,False,False,False,False,False,True,False,False,0.648300579173644,False,False,Hausa_variant_98,Hausa,false
